Sample in Buffer,Sample in Window,TRIGGER,ADC_data_valid,IF_out[23:0],filt_sec_3_out[33:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,UNSIGNED,SIGNED
2387,2387,0,0,2847580,26946772
2388,2388,0,1,2781840,26946772
2389,2389,0,0,2781840,26946772
2390,2390,0,0,2913696,26946772
2391,2391,0,0,2913696,26946772
2392,2392,0,0,2913696,26946772
2393,2393,0,0,3048768,24769047
2394,2394,0,0,3048768,24769047
2395,2395,0,0,3048768,24769047
2396,2396,0,0,3187056,24769047
2397,2397,0,0,3187056,24769047
2398,2398,0,1,3015990,24769047
2399,2399,0,0,3015990,24769047
2400,2400,0,0,3015990,24769047
2401,2401,0,0,3144206,24769047
2402,2402,0,0,3144206,24769047
2403,2403,0,0,3144206,20554341
2404,2404,0,0,3275336,20554341
2405,2405,0,0,3275336,20554341
2406,2406,0,0,3406466,20554341
2407,2407,0,0,3406466,20554341
2408,2408,0,1,2824304,20554341
2409,2409,0,0,2935440,20554341
2410,2410,0,0,2935440,20554341
2411,2411,0,0,2935440,20554341
2412,2412,0,0,3046576,20554341
2413,2413,0,0,3046576,14649282
2414,2414,0,0,3160128,14649282
2415,2415,0,0,3160128,14649282
2416,2416,0,0,3160128,14649282
2417,2417,0,0,3273680,14649282
2418,2418,0,1,2472875,14649282
2419,2419,0,0,2472875,14649282
2420,2420,0,0,2560475,14649282
2421,2421,0,0,2560475,14649282
2422,2422,0,0,2560475,14649282
2423,2423,0,0,2648075,7539510
2424,2424,0,0,2648075,7539510
2425,2425,0,0,2735675,7539510
2426,2426,0,0,2735675,7539510
2427,2427,0,0,2735675,7539510
2428,2428,0,1,1865340,7539510
2429,2429,0,0,1865340,7539510
2430,2430,0,0,1865340,7539510
2431,2431,0,0,1924385,7539510
2432,2432,0,0,1924385,7539510
2433,2433,0,0,1984635,-190265
2434,2434,0,0,1984635,-190265
2435,2435,0,0,1984635,-190265
2436,2436,0,0,2043680,-190265
2437,2437,0,0,2043680,-190265
2438,2438,0,1,1124448,-190265
2439,2439,0,0,1157598,-190265
2440,2440,0,0,1157598,-190265
2441,2441,0,0,1190748,-190265
2442,2442,0,0,1190748,-190265
2443,2443,0,0,1190748,-7904349
2444,2444,0,0,1223898,-7904349
2445,2445,0,0,1223898,-7904349
2446,2446,0,0,1223898,-7904349
2447,2447,0,0,1257048,-7904349
2448,2448,0,1,472104,-7904349
2449,2449,0,0,484803,-7904349
2450,2450,0,0,484803,-7904349
2451,2451,0,0,484803,-7904349
2452,2452,0,0,497253,-7904349
2453,2453,0,0,497253,-14968348
2454,2454,0,0,497253,-14968348
2455,2455,0,0,509703,-14968348
2456,2456,0,0,509703,-14968348
2457,2457,0,0,509703,-14968348
2458,2458,0,1,90112,-14968348
2459,2459,0,0,90112,-14968348
2460,2460,0,0,92312,-14968348
2461,2461,0,0,92312,-14968348
2462,2462,0,0,92312,-14968348
2463,2463,0,0,94512,-20801338
2464,2464,0,0,94512,-20801338
2465,2465,0,0,94512,-20801338
2466,2466,0,0,96756,-20801338
2467,2467,0,0,96756,-20801338
2468,2468,0,1,123695,-20801338
2469,2469,0,0,123695,-20801338
2470,2470,0,0,123695,-20801338
2471,2471,0,0,126445,-20801338
2472,2472,0,0,126445,-20801338
2473,2473,0,0,126445,-24923640
2474,2474,0,0,129195,-24923640
2475,2475,0,0,129195,-24923640
2476,2476,0,0,131945,-24923640
2477,2477,0,0,131945,-24923640
2478,2478,0,1,724498,-24923640
2479,2479,0,0,739296,-24923640
2480,2480,0,0,739296,-24923640
2481,2481,0,0,739296,-24923640
2482,2482,0,0,754396,-24923640
2483,2483,0,0,754396,-26996264
2484,2484,0,0,769194,-26996264
2485,2485,0,0,769194,-26996264
2486,2486,0,0,769194,-26996264
2487,2487,0,0,783992,-26996264
2488,2488,0,1,1910656,-26996264
2489,2489,0,0,1910656,-26996264
2490,2490,0,0,1945984,-26996264
2491,2491,0,0,1945984,-26996264
2492,2492,0,0,1945984,-26996264
2493,2493,0,0,1981312,-26848785
2494,2494,0,0,1981312,-26848785
2495,2495,0,0,2016640,-26848785
2496,2496,0,0,2016640,-26848785
2497,2497,0,0,2016640,-26848785
2498,2498,0,1,3659331,-26848785
2499,2499,0,0,3659331,-26848785
2500,2500,0,0,3659331,-26848785
2501,2501,0,0,3721042,-26848785
2502,2502,0,0,3721042,-26848785
2503,2503,0,0,3781440,-24493353
2504,2504,0,0,3781440,-24493353
2505,2505,0,0,3781440,-24493353
2506,2506,0,0,3841838,-24493353
2507,2507,0,0,3841838,-24493353
2508,2508,0,1,5655958,-24493353
2509,2509,0,0,5742943,-24493353
2510,2510,0,0,5742943,-24493353
2511,2511,0,0,5829928,-24493353
2512,2512,0,0,5829928,-24493353
2513,2513,0,0,5829928,-20123692
2514,2514,0,0,5914980,-20123692
2515,2515,0,0,5914980,-20123692
2516,2516,0,0,5914980,-20123692
2517,2517,0,0,6000032,-20123692
2518,2518,0,1,7766208,-20123692
2519,2519,0,0,7766208,-20123692
2520,2520,0,0,7873794,-20123692
2521,2521,0,0,7873794,-20123692
2522,2522,0,0,7978878,-20123692
2523,2523,0,0,7978878,-14099163
2524,2524,0,0,7978878,-14099163
2525,2525,0,0,8081460,-14099163
2526,2526,0,0,8081460,-14099163
2527,2527,0,0,8081460,-14099163
2528,2528,0,1,9672347,-14099163
2529,2529,0,0,9672347,-14099163
2530,2530,0,0,9790627,-14099163
2531,2531,0,0,9790627,-14099163
2532,2532,0,0,9790627,-14099163
2533,2533,0,0,9908907,-6915209
2534,2534,0,0,9908907,-6915209
2535,2535,0,0,9908907,-6915209
2536,2536,0,0,10021273,-6915209
2537,2537,0,0,10021273,-6915209
2538,2538,0,1,11082918,-6915209
2539,2539,0,0,11082918,-6915209
2540,2540,0,0,11082918,-6915209
2541,2541,0,0,11202576,-6915209
2542,2542,0,0,11202576,-6915209
2543,2543,0,0,11202576,837389
2544,2544,0,0,11319000,837389
2545,2545,0,0,11319000,837389
2546,2546,0,0,11432190,837389
2547,2547,0,0,11432190,837389
2548,2548,0,1,11637220,837389
2549,2549,0,0,11749148,837389
2550,2550,0,0,11749148,837389
2551,2551,0,0,11749148,837389
2552,2552,0,0,11857784,837389
2553,2553,0,0,11857784,8521098
2554,2554,0,0,11857784,8521098
2555,2555,0,0,11966420,8521098
2556,2556,0,0,11966420,8521098
2557,2557,0,0,12068472,8521098
2558,2558,0,1,11448918,8521098
2559,2559,0,0,11448918,8521098
2560,2560,0,0,11545731,8521098
2561,2561,0,0,11545731,8521098
2562,2562,0,0,11545731,8521098
2563,2563,0,0,11636298,15504057
2564,2564,0,0,11636298,15504057
2565,2565,0,0,11723742,15504057
2566,2566,0,0,11723742,15504057
2567,2567,0,0,11723742,15504057
2568,2568,0,1,10305950,15504057
2569,2569,0,0,10305950,15504057
2570,2570,0,0,10305950,15504057
2571,2571,0,0,10376800,15504057
2572,2572,0,0,10376800,15504057
2573,2573,0,0,10444925,21212035
2574,2574,0,0,10444925,21212035
2575,2575,0,0,10444925,21212035
2576,2576,0,0,10510325,21212035
2577,2577,0,0,10510325,21212035
2578,2578,0,1,8423688,21212035
2579,2579,0,0,8473920,21212035
2580,2580,0,0,8473920,21212035
2581,2581,0,0,8521968,21212035
2582,2582,0,0,8521968,21212035
2583,2583,0,0,8521968,25175650
2584,2584,0,0,8567832,25175650
2585,2585,0,0,8567832,25175650
2586,2586,0,0,8567832,25175650
2587,2587,0,0,8611512,25175650
2588,2588,0,1,6190510,25175650
2589,2589,0,0,6190510,25175650
2590,2590,0,0,6218770,25175650
2591,2591,0,0,6218770,25175650
2592,2592,0,0,6247030,25175650
2593,2593,0,0,6247030,27068964
2594,2594,0,0,6247030,27068964
2595,2595,0,0,6272150,27068964
2596,2596,0,0,6272150,27068964
2597,2597,0,0,6272150,27068964
2598,2598,0,1,3861630,27068964
2599,2599,0,0,3861630,27068964
2600,2600,0,0,3875112,27068964
2601,2601,0,0,3875112,27068964
2602,2602,0,0,3875112,27068964
2603,2603,0,0,3886668,26736284
2604,2604,0,0,3886668,26736284
2605,2605,0,0,3886668,26736284
2606,2606,0,0,3898224,26736284
2607,2607,0,0,3898224,26736284
2608,2608,0,1,1874796,26736284
2609,2609,0,0,1874796,26736284
2610,2610,0,0,1874796,26736284
2611,2611,0,0,1878954,26736284
2612,2612,0,0,1878954,26736284
2613,2613,0,0,1878954,24204965
2614,2614,0,0,1882188,24204965
2615,2615,0,0,1882188,24204965
2616,2616,0,0,1885422,24204965
2617,2617,0,0,1885422,24204965
2618,2618,0,1,636636,24204965
2619,2619,0,0,637416,24204965
2620,2620,0,0,637416,24204965
2621,2621,0,0,637416,24204965
2622,2622,0,0,638040,24204965
2623,2623,0,0,638040,19683156
2624,2624,0,0,638040,19683156
2625,2625,0,0,638508,19683156
2626,2626,0,0,638508,19683156
2627,2627,0,0,638820,19683156
2628,2628,0,1,77805,19683156
2629,2629,0,0,77805,19683156
2630,2630,0,0,77805,19683156
2631,2631,0,0,77805,19683156
2632,2632,0,0,77805,19683156
2633,2633,0,0,77786,13542687
2634,2634,0,0,77786,13542687
2635,2635,0,0,77748,13542687
2636,2636,0,0,77748,13542687
2637,2637,0,0,77748,13542687
2638,2638,0,1,588672,13542687
2639,2639,0,0,588672,13542687
2640,2640,0,0,588672,13542687
2641,2641,0,0,588096,13542687
2642,2642,0,0,588096,13542687
2643,2643,0,0,587232,6288495
2644,2644,0,0,587232,6288495
2645,2645,0,0,587232,6288495
2646,2646,0,0,586224,6288495
2647,2647,0,0,586224,6288495
2648,2648,0,1,1880802,6288495
2649,2649,0,0,1876644,6288495
2650,2650,0,0,1876644,6288495
2651,2651,0,0,1876644,6288495
2652,2652,0,0,1872486,6288495
2653,2653,0,0,1872486,-1482895
2654,2654,0,0,1867404,-1482895
2655,2655,0,0,1867404,-1482895
2656,2656,0,0,1867404,-1482895
2657,2657,0,0,1861860,-1482895
2658,2658,0,1,3921190,-1482895
2659,2659,0,0,3921190,-1482895
2660,2660,0,0,3908541,-1482895
2661,2661,0,0,3908541,-1482895
2662,2662,0,0,3893946,-1482895
2663,2663,0,0,3893946,-9132421
2664,2664,0,0,3893946,-9132421
2665,2665,0,0,3879351,-9132421
2666,2666,0,0,3879351,-9132421
2667,2667,0,0,3879351,-9132421
2668,2668,0,1,6201140,-9132421
2669,2669,0,0,6201140,-9132421
2670,2670,0,0,6173024,-9132421
2671,2671,0,0,6173024,-9132421
2672,2672,0,0,6173024,-9132421
2673,2673,0,0,6143346,-16031034
2674,2674,0,0,6143346,-16031034
2675,2675,0,0,6143346,-16031034
2676,2676,0,0,6112106,-16031034
2677,2677,0,0,6112106,-16031034
2678,2678,0,1,8447361,-16031034
2679,2679,0,0,8447361,-16031034
2680,2680,0,0,8447361,-16031034
2681,2681,0,0,8399599,-16031034
2682,2682,0,0,8399599,-16031034
2683,2683,0,0,8399599,-21611421
2684,2684,0,0,8347495,-21611421
2685,2685,0,0,8347495,-21611421
2686,2686,0,0,8347495,-21611421
2687,2687,0,0,8295391,-21611421
2688,2688,0,1,10377836,-21611421
2689,2689,0,0,10307220,-21611421
2690,2690,0,0,10307220,-21611421
2691,2691,0,0,10307220,-21611421
2692,2692,0,0,10233888,-21611421
2693,2693,0,0,10233888,-25414659
2694,2694,0,0,10233888,-25414659
2695,2695,0,0,10157840,-25414659
2696,2696,0,0,10157840,-25414659
2697,2697,0,0,10079076,-25414659
2698,2698,0,1,11567187,-25414659
2699,2699,0,0,11567187,-25414659
2700,2700,0,0,11473677,-25414659
2701,2701,0,0,11473677,-25414659
2702,2702,0,0,11473677,-25414659
2703,2703,0,0,11380167,-27127959
2704,2704,0,0,11380167,-27127959
2705,2705,0,0,11280423,-27127959
2706,2706,0,0,11280423,-27127959
2707,2707,0,0,11280423,-27127959
2708,2708,0,1,11722634,-27127959
2709,2709,0,0,11722634,-27127959
2710,2710,0,0,11722634,-27127959
2711,2711,0,0,11611488,-27127959
2712,2712,0,0,11611488,-27127959
2713,2713,0,0,11497073,-26610387
2714,2714,0,0,11497073,-26610387
2715,2715,0,0,11497073,-26610387
2716,2716,0,0,11382658,-26610387
2717,2717,0,0,11382658,-26610387
2718,2718,0,1,11295608,-26610387
2719,2719,0,0,11175580,-26610387
2720,2720,0,0,11175580,-26610387
2721,2721,0,0,11175580,-26610387
2722,2722,0,0,11055552,-26610387
2723,2723,0,0,11055552,-23904459
2724,2724,0,0,10932280,-23904459
2725,2725,0,0,10932280,-23904459
2726,2726,0,0,10932280,-23904459
2727,2727,0,0,10805764,-23904459
2728,2728,0,1,9943035,-23904459
2729,2729,0,0,9943035,-23904459
2730,2730,0,0,9823635,-23904459
2731,2731,0,0,9823635,-23904459
2732,2732,0,0,9704235,-23904459
2733,2733,0,0,9704235,-19232654
2734,2734,0,0,9704235,-19232654
2735,2735,0,0,9581850,-19232654
2736,2736,0,0,9581850,-19232654
2737,2737,0,0,9581850,-19232654
2738,2738,0,1,7970688,-19232654
2739,2739,0,0,7970688,-19232654
2740,2740,0,0,7862500,-19232654
2741,2741,0,0,7862500,-19232654
2742,2742,0,0,7862500,-19232654
2743,2743,0,0,7754312,-12979122
2744,2744,0,0,7754312,-12979122
2745,2745,0,0,7754312,-12979122
2746,2746,0,0,7643608,-12979122
2747,2747,0,0,7643608,-12979122
2748,2748,0,1,5787402,-12979122
2749,2749,0,0,5787402,-12979122
2750,2750,0,0,5787402,-12979122
2751,2751,0,0,5700417,-12979122
2752,2752,0,0,5700417,-12979122
2753,2753,0,0,5700417,-5658102
2754,2754,0,0,5611499,-5658102
2755,2755,0,0,5611499,-5658102
2756,2756,0,0,5611499,-5658102
2757,2757,0,0,5522581,-5658102
2758,2758,0,1,3714100,-5658102
2759,2759,0,0,3654300,-5658102
2760,2760,0,0,3654300,-5658102
2761,2761,0,0,3654300,-5658102
2762,2762,0,0,3593200,-5658102
2763,2763,0,0,3593200,2128365
2764,2764,0,0,3593200,2128365
2765,2765,0,0,3530800,2128365
2766,2766,0,0,3530800,2128365
2767,2767,0,0,3468400,2128365
2768,2768,0,1,1995664,2128365
2769,2769,0,0,1995664,2128365
2770,2770,0,0,1959760,2128365
2771,2771,0,0,1959760,2128365
2772,2772,0,0,1959760,2128365
2773,2773,0,0,1923108,9739945
2774,2774,0,0,1923108,9739945
2775,2775,0,0,1886456,9739945
2776,2776,0,0,1886456,9739945
2777,2777,0,0,1886456,9739945
2778,2778,0,1,766630,9739945
2779,2779,0,0,766630,9739945
2780,2780,0,0,766630,9739945
2781,2781,0,0,751440,9739945
2782,2782,0,0,751440,9739945
2783,2783,0,0,751440,16550667
2784,2784,0,0,735940,16550667
2785,2785,0,0,735940,16550667
2786,2786,0,0,720440,16550667
2787,2787,0,0,720440,16550667
2788,2788,0,1,144088,16550667
2789,2789,0,0,140988,16550667
2790,2790,0,0,140988,16550667
2791,2791,0,0,140988,16550667
2792,2792,0,0,137888,16550667
2793,2793,0,0,137888,22000404
2794,2794,0,0,134788,22000404
2795,2795,0,0,134788,22000404
2796,2796,0,0,134788,22000404
2797,2797,0,0,131626,22000404
2798,2798,0,1,131626,22000404
2799,2799,0,0,131626,22000404
2800,2800,0,0,128526,22000404
2801,2801,0,0,128526,22000404
2802,2802,0,0,125364,22000404
2803,2803,0,0,125364,25640941
2804,2804,0,0,125364,25640941
2805,2805,0,0,122264,25640941
2806,2806,0,0,122264,25640941
2807,2807,0,0,122264,25640941
2808,2808,0,1,503302,25640941
2809,2809,0,0,503302,25640941
2810,2810,0,0,490202,25640941
2811,2811,0,0,490202,25640941
2812,2812,0,0,490202,25640941
2813,2813,0,0,477102,27172843
2814,2814,0,0,477102,27172843
2815,2815,0,0,477102,27172843
2816,2816,0,0,464002,27172843
2817,2817,0,0,464002,27172843
2818,2818,0,1,1165318,27172843
2819,2819,0,0,1132418,27172843
2820,2820,0,0,1132418,27172843
2821,2821,0,0,1099518,27172843
2822,2822,0,0,1099518,27172843
2823,2823,0,0,1099518,26470083
2824,2824,0,0,1067276,26470083
2825,2825,0,0,1067276,26470083
2826,2826,0,0,1067276,26470083
2827,2827,0,0,1035034,26470083
2828,2828,0,1,1890746,26470083
2829,2829,0,0,1831848,26470083
2830,2830,0,0,1831848,26470083
2831,2831,0,0,1831848,26470083
2832,2832,0,0,1772950,26470083
2833,2833,0,0,1772950,23590414
2834,2834,0,0,1772950,23590414
2835,2835,0,0,1715254,23590414
2836,2836,0,0,1715254,23590414
2837,2837,0,0,1657558,23590414
2838,2838,0,1,2508401,23590414
2839,2839,0,0,2508401,23590414
2840,2840,0,0,2421089,23590414
2841,2841,0,0,2421089,23590414
2842,2842,0,0,2421089,23590414
2843,2843,0,0,2335596,18770623
2844,2844,0,0,2335596,18770623
2845,2845,0,0,2251922,18770623
2846,2846,0,0,2251922,18770623
2847,2847,0,0,2251922,18770623
2848,2848,0,1,2872720,18770623
2849,2849,0,0,2872720,18770623
2850,2850,0,0,2872720,18770623
2851,2851,0,0,2761860,18770623
2852,2852,0,0,2761860,18770623
2853,2853,0,0,2761860,12407061
2854,2854,0,0,2653410,12407061
2855,2855,0,0,2653410,12407061
2856,2856,0,0,2547370,12407061
2857,2857,0,0,2547370,12407061
2858,2858,0,1,3064243,12407061
2859,2859,0,0,2936687,12407061
2860,2860,0,0,2936687,12407061
2861,2861,0,0,2936687,12407061
2862,2862,0,0,2812030,12407061
2863,2863,0,0,2812030,5023051
2864,2864,0,0,2687373,5023051
2865,2865,0,0,2687373,5023051
2866,2866,0,0,2687373,5023051
2867,2867,0,0,2565615,5023051
2868,2868,0,1,2839080,5023051
2869,2869,0,0,2839080,5023051
2870,2870,0,0,2707552,5023051
2871,2871,0,0,2707552,5023051
2872,2872,0,0,2579232,5023051
2873,2873,0,0,2579232,-2774152
2874,2874,0,0,2579232,-2774152
2875,2875,0,0,2450912,-2774152
2876,2876,0,0,2450912,-2774152
2877,2877,0,0,2450912,-2774152
2878,2878,0,1,2393225,-2774152
2879,2879,0,0,2393225,-2774152
2880,2880,0,0,2267787,-2774152
2881,2881,0,0,2267787,-2774152
2882,2882,0,0,2267787,-2774152
2883,2883,0,0,2145650,-10343300
2884,2884,0,0,2145650,-10343300
2885,2885,0,0,2145650,-10343300
2886,2886,0,0,2023513,-10343300
2887,2887,0,0,2023513,-10343300
2888,2888,0,1,1938306,-10343300
2889,2889,0,0,1827636,-10343300
2890,2890,0,0,1827636,-10343300
2891,2891,0,0,1716966,-10343300
2892,2892,0,0,1716966,-10343300
2893,2893,0,0,1716966,-17061892
2894,2894,0,0,1609458,-17061892
2895,2895,0,0,1609458,-17061892
2896,2896,0,0,1609458,-17061892
2897,2897,0,0,1505112,-17061892
2898,2898,0,1,1334228,-17061892
2899,2899,0,0,1244532,-17061892
2900,2900,0,0,1244532,-17061892
2901,2901,0,0,1244532,-17061892
2902,2902,0,0,1160442,-17061892
2903,2903,0,0,1160442,-22377372
2904,2904,0,0,1160442,-22377372
2905,2905,0,0,1076352,-22377372
2906,2906,0,0,1076352,-22377372
2907,2907,0,0,995065,-22377372
2908,2908,0,1,808335,-22377372
2909,2909,0,0,808335,-22377372
2910,2910,0,0,744579,-22377372
2911,2911,0,0,744579,-22377372
2912,2912,0,0,744579,-22377372
2913,2913,0,0,683100,-25852572
2914,2914,0,0,683100,-25852572
2915,2915,0,0,683100,-25852572
2916,2916,0,0,623898,-25852572
2917,2917,0,0,623898,-25852572
2918,2918,0,1,418750,-25852572
2919,2919,0,0,418750,-25852572
2920,2920,0,0,418750,-25852572
2921,2921,0,0,378550,-25852572
2922,2922,0,0,378550,-25852572
2923,2923,0,0,378550,-27201669
2924,2924,0,0,341700,-27201669
2925,2925,0,0,341700,-27201669
2926,2926,0,0,304850,-27201669
2927,2927,0,0,304850,-27201669
2928,2928,0,1,192374,-27201669
2929,2929,0,0,171234,-27201669
2930,2930,0,0,171234,-27201669
2931,2931,0,0,171234,-27201669
2932,2932,0,0,151151,-27201669
2933,2933,0,0,151151,-26313692
2934,2934,0,0,132125,-26313692
2935,2935,0,0,132125,-26313692
2936,2936,0,0,132125,-26313692
2937,2937,0,0,114156,-26313692
2938,2938,0,1,59400,-26313692
2939,2939,0,0,59400,-26313692
2940,2940,0,0,51150,-26313692
2941,2941,0,0,51150,-26313692
2942,2942,0,0,42900,-26313692
2943,2943,0,0,42900,-23261652
2944,2944,0,0,42900,-23261652
2945,2945,0,0,35750,-23261652
2946,2946,0,0,35750,-23261652
2947,2947,0,0,35750,-23261652
2948,2948,0,1,9222,-23261652
2949,2949,0,0,9222,-23261652
2950,2950,0,0,9222,-23261652
2951,2951,0,0,7308,-23261652
2952,2952,0,0,7308,-23261652
2953,2953,0,0,5742,-18296539
2954,2954,0,0,5742,-18296539
2955,2955,0,0,5742,-18296539
2956,2956,0,0,4176,-18296539
2957,2957,0,0,4176,-18296539
2958,2958,0,1,480,-18296539
2959,2959,0,0,340,-18296539
2960,2960,0,0,340,-18296539
2961,2961,0,0,220,-18296539
2962,2962,0,0,220,-18296539
2963,2963,0,0,220,-11826678
2964,2964,0,0,140,-11826678
2965,2965,0,0,140,-11826678
2966,2966,0,0,140,-11826678
2967,2967,0,0,60,-11826678
2968,2968,0,1,384,-11826678
2969,2969,0,0,128,-11826678
2970,2970,0,0,128,-11826678
2971,2971,0,0,128,-11826678
2972,2972,0,0,0,-11826678
2973,2973,0,0,0,-4384149
2974,2974,0,0,0,-4384149
2975,2975,0,0,0,-4384149
2976,2976,0,0,0,-4384149
2977,2977,0,0,256,-4384149
2978,2978,0,1,788,-4384149
2979,2979,0,0,788,-4384149
2980,2980,0,0,1970,-4384149
2981,2981,0,0,1970,-4384149
2982,2982,0,0,1970,-4384149
2983,2983,0,0,3546,3418972
2984,2984,0,0,3546,3418972
2985,2985,0,0,3546,3418972
2986,2986,0,0,5516,3418972
2987,2987,0,0,5516,3418972
2988,2988,0,1,18291,3418972
2989,2989,0,0,18291,3418972
2990,2990,0,0,18291,3418972
2991,2991,0,0,24388,3418972
2992,2992,0,0,24388,3418972
2993,2993,0,0,24388,10940951
2994,2994,0,0,32227,10940951
2995,2995,0,0,32227,10940951
2996,2996,0,0,40937,10940951
2997,2997,0,0,40937,10940951
2998,2998,0,1,68949,10940951
2999,2999,0,0,86553,10940951
3000,3000,0,0,86553,10940951
3001,3001,0,0,86553,10940951
3002,3002,0,0,104157,10940951
3003,3003,0,0,104157,17563175
3004,3004,0,0,124695,17563175
3005,3005,0,0,124695,17563175
3006,3006,0,0,124695,17563175
3007,3007,0,0,146700,17563175
3008,3008,0,1,207700,17563175
3009,3009,0,0,207700,17563175
3010,3010,0,0,240932,17563175
3011,3011,0,0,240932,17563175
3012,3012,0,0,278318,17563175
3013,3013,0,0,278318,22741025
3014,3014,0,0,278318,22741025
3015,3015,0,0,315704,22741025
3016,3016,0,0,315704,22741025
3017,3017,0,0,315704,22741025
3018,3018,0,1,453564,22741025
3019,3019,0,0,453564,22741025
3020,3020,0,0,453564,22741025
3021,3021,0,0,508941,22741025
3022,3022,0,0,508941,22741025
3023,3023,0,0,566955,26048668
3024,3024,0,0,566955,26048668
3025,3025,0,0,566955,26048668
3026,3026,0,0,627606,26048668
3027,3027,0,0,627606,26048668
3028,3028,0,1,727090,26048668
3029,3029,0,0,800410,26048668
3030,3030,0,0,800410,26048668
3031,3031,0,0,876785,26048668
3032,3032,0,0,876785,26048668
3033,3033,0,0,876785,27214080
3034,3034,0,0,956215,27214080
3035,3035,0,0,956215,27214080
3036,3036,0,0,956215,27214080
3037,3037,0,0,1041755,27214080
3038,3038,0,1,1119844,27214080
3039,3039,0,0,1211796,27214080
3040,3040,0,0,1211796,27214080
3041,3041,0,0,1211796,27214080
3042,3042,0,0,1307032,27214080
3043,3043,0,0,1307032,26141416
3044,3044,0,0,1307032,26141416
3045,3045,0,0,1408836,26141416
3046,3046,0,0,1408836,26141416
3047,3047,0,0,1408836,26141416
3048,3048,0,1,1493160,26141416
3049,3049,0,0,1493160,26141416
3050,3050,0,0,1600278,26141416
3051,3051,0,0,1600278,26141416
3052,3052,0,0,1600278,26141416
3053,3053,0,0,1707396,22918892
3054,3054,0,0,1707396,22918892
3055,3055,0,0,1707396,22918892
3056,3056,0,0,1817760,22918892
3057,3057,0,0,1817760,22918892
3058,3058,0,1,1805825,22918892
3059,3059,0,0,1805825,22918892
3060,3060,0,0,1805825,22918892
3061,3061,0,0,1915085,22918892
3062,3062,0,0,1915085,22918892
3063,3063,0,0,1915085,17811530
3064,3064,0,0,2027380,17811530
3065,3065,0,0,2027380,17811530
3066,3066,0,0,2142710,17811530
3067,3067,0,0,2142710,17811530
3068,3068,0,1,1849014,17811530
3069,3069,0,0,1948536,17811530
3070,3070,0,0,1948536,17811530
3071,3071,0,0,1948536,17811530
3072,3072,0,0,2053296,17811530
3073,3073,0,0,2053296,11239362
3074,3074,0,0,2158056,11239362
3075,3075,0,0,2158056,11239362
3076,3076,0,0,2158056,11239362
3077,3077,0,0,2265435,11239362
3078,3078,0,1,1764600,11239362
3079,3079,0,0,1764600,11239362
3080,3080,0,0,1848240,11239362
3081,3081,0,0,1848240,11239362
3082,3082,0,0,1848240,11239362
3083,3083,0,0,1933920,3742884
3084,3084,0,0,1933920,3742884
3085,3085,0,0,2021640,3742884
3086,3086,0,0,2021640,3742884
3087,3087,0,0,2021640,3742884
3088,3088,0,1,1464525,3742884
3089,3089,0,0,1464525,3742884
3090,3090,0,0,1464525,3742884
3091,3091,0,0,1526785,3742884
3092,3092,0,0,1526785,3742884
3093,3093,0,0,1590460,-4061395
3094,3094,0,0,1590460,-4061395
3095,3095,0,0,1590460,-4061395
3096,3096,0,0,1654135,-4061395
3097,3097,0,0,1654135,-4061395
3098,3098,0,1,977284,-4061395
3099,3099,0,0,1015740,-4061395
3100,3100,0,0,1015740,-4061395
3101,3101,0,0,1054196,-4061395
3102,3102,0,0,1054196,-4061395
3103,3103,0,0,1054196,-11531656
3104,3104,0,0,1093488,-11531656
3105,3105,0,0,1093488,-11531656
3106,3106,0,0,1093488,-11531656
3107,3107,0,0,1132780,-11531656
3108,3108,0,1,482380,-11531656
3109,3109,0,0,499468,-11531656
3110,3110,0,0,499468,-11531656
3111,3111,0,0,499468,-11531656
3112,3112,0,0,516556,-11531656
3113,3113,0,0,516556,-18053553
3114,3114,0,0,516556,-18053553
3115,3115,0,0,533644,-18053553
3116,3116,0,0,533644,-18053553
3117,3117,0,0,533644,-18053553
3118,3118,0,1,151704,-18053553
3119,3119,0,0,151704,-18053553
3120,3120,0,0,156506,-18053553
3121,3121,0,0,156506,-18053553
3122,3122,0,0,156506,-18053553
3123,3123,0,0,161406,-23090739
3124,3124,0,0,161406,-23090739
3125,3125,0,0,161406,-23090739
3126,3126,0,0,166208,-23090739
3127,3127,0,0,166208,-23090739
3128,3128,0,1,47142,-23090739
3129,3129,0,0,47142,-23090739
3130,3130,0,0,47142,-23090739
3131,3131,0,0,48492,-23090739
3132,3132,0,0,48492,-23090739
3133,3133,0,0,48492,-26228973
3134,3134,0,0,49842,-26228973
3135,3135,0,0,49842,-26228973
3136,3136,0,0,51192,-26228973
3137,3137,0,0,51192,-26228973
3138,3138,0,1,394368,-26228973
3139,3139,0,0,404976,-26228973
3140,3140,0,0,404976,-26228973
3141,3141,0,0,404976,-26228973
3142,3142,0,0,415376,-26228973
3143,3143,0,0,415376,-27210185
3144,3144,0,0,425776,-27210185
3145,3145,0,0,425776,-27210185
3146,3146,0,0,425776,-27210185
3147,3147,0,0,425984,-27210185
3148,3148,0,1,1179648,-27210185
3149,3149,0,0,1179648,-27210185
3150,3150,0,0,1208448,-27210185
3151,3151,0,0,1208448,-27210185
3152,3152,0,0,1208448,-27210185
3153,3153,0,0,1237248,-25953697
3154,3154,0,0,1237248,-25953697
